train 0: time=0:00:01.492184, step=74, mse_loss=26.3123, l2_loss=4.10126
dev 164: time=0:00:00.040818, step=12210, mse_loss=0.692176, l2_loss=0.712295
train 165: time=0:00:01.230729, step=12284, mse_loss=0.409231, l2_loss=0.606001
dev 165: time=0:00:00.041038, step=12284, mse_loss=0.690523, l2_loss=0.711879
train 166: time=0:00:01.234946, step=12358, mse_loss=0.408599, l2_loss=0.605523
dev 166: time=0:00:00.040595, step=12358, mse_loss=0.690613, l2_loss=0.711947
train 167: time=0:00:01.223779, step=12432, mse_loss=0.408079, l2_loss=0.605182
dev 167: time=0:00:00.041670, step=12432, mse_loss=0.689554, l2_loss=0.711804
train 168: time=0:00:01.234600, step=12506, mse_loss=0.407503, l2_loss=0.60479
dev 168: time=0:00:00.040829, step=12506, mse_loss=0.689511, l2_loss=0.711528
train 169: time=0:00:01.233093, step=12580, mse_loss=0.407048, l2_loss=0.604452
dev 169: time=0:00:00.041707, step=12580, mse_loss=0.687585, l2_loss=0.711119
train 170: time=0:00:01.231696, step=12654, mse_loss=0.406507, l2_loss=0.60404
dev 170: time=0:00:00.041217, step=12654, mse_loss=0.688496, l2_loss=0.711068
train 171: time=0:00:01.234923, step=12728, mse_loss=0.405968, l2_loss=0.603625
dev 171: time=0:00:00.050654, step=12728, mse_loss=0.685561, l2_loss=0.710456
train 172: time=0:00:01.237842, step=12802, mse_loss=0.405174, l2_loss=0.603046
dev 172: time=0:00:00.041311, step=12802, mse_loss=0.685757, l2_loss=0.710178
train 173: time=0:00:01.229443, step=12876, mse_loss=0.404627, l2_loss=0.602527
dev 173: time=0:00:00.041683, step=12876, mse_loss=0.686616, l2_loss=0.710238
train 174: time=0:00:01.232381, step=12950, mse_loss=0.404111, l2_loss=0.602223
dev 174: time=0:00:00.041158, step=12950, mse_loss=0.684292, l2_loss=0.709474
train 175: time=0:00:01.237579, step=13024, mse_loss=0.403653, l2_loss=0.601814
dev 175: time=0:00:00.041521, step=13024, mse_loss=0.684761, l2_loss=0.709662
train 176: time=0:00:01.235244, step=13098, mse_loss=0.403109, l2_loss=0.601519
dev 176: time=0:00:00.041457, step=13098, mse_loss=0.683291, l2_loss=0.709069
train 177: time=0:00:01.232841, step=13172, mse_loss=0.402574, l2_loss=0.60108
dev 177: time=0:00:00.040611, step=13172, mse_loss=0.683247, l2_loss=0.709015
train 178: time=0:00:01.229657, step=13246, mse_loss=0.402007, l2_loss=0.600702
dev 178: time=0:00:00.046363, step=13246, mse_loss=0.683026, l2_loss=0.709137
train 179: time=0:00:01.232165, step=13320, mse_loss=0.401463, l2_loss=0.600228
dev 179: time=0:00:00.041829, step=13320, mse_loss=0.682374, l2_loss=0.708661
train 180: time=0:00:01.228457, step=13394, mse_loss=0.400941, l2_loss=0.599861
dev 180: time=0:00:00.047615, step=13394, mse_loss=0.681824, l2_loss=0.708588
train 181: time=0:00:01.230306, step=13468, mse_loss=0.400484, l2_loss=0.599458
dev 181: time=0:00:00.040872, step=13468, mse_loss=0.679949, l2_loss=0.708004
train 182: time=0:00:01.232223, step=13542, mse_loss=0.399919, l2_loss=0.59906
dev 182: time=0:00:00.045793, step=13542, mse_loss=0.680455, l2_loss=0.708298
train 183: time=0:00:01.232053, step=13616, mse_loss=0.399394, l2_loss=0.59864
dev 183: time=0:00:00.041913, step=13616, mse_loss=0.679322, l2_loss=0.70769
train 184: time=0:00:01.232503, step=13690, mse_loss=0.398814, l2_loss=0.598193
dev 184: time=0:00:00.040930, step=13690, mse_loss=0.679359, l2_loss=0.707943
train 185: time=0:00:01.241924, step=13764, mse_loss=0.398499, l2_loss=0.597992
dev 185: time=0:00:00.041703, step=13764, mse_loss=0.678325, l2_loss=0.707679
train 186: time=0:00:01.233429, step=13838, mse_loss=0.398089, l2_loss=0.597708
dev 186: time=0:00:00.041901, step=13838, mse_loss=0.678312, l2_loss=0.707765
train 187: time=0:00:01.230497, step=13912, mse_loss=0.397864, l2_loss=0.597594
dev 187: time=0:00:00.041215, step=13912, mse_loss=0.677481, l2_loss=0.707417
train 188: time=0:00:01.233290, step=13986, mse_loss=0.397415, l2_loss=0.597231
dev 188: time=0:00:00.041431, step=13986, mse_loss=0.676555, l2_loss=0.707135
train 189: time=0:00:01.236140, step=14060, mse_loss=0.397062, l2_loss=0.596939
dev 189: time=0:00:00.042816, step=14060, mse_loss=0.675373, l2_loss=0.706741
train 190: time=0:00:01.232344, step=14134, mse_loss=0.396558, l2_loss=0.596562
dev 190: time=0:00:00.045878, step=14134, mse_loss=0.674545, l2_loss=0.706231
train 191: time=0:00:01.232153, step=14208, mse_loss=0.396227, l2_loss=0.596296
dev 191: time=0:00:00.041560, step=14208, mse_loss=0.673004, l2_loss=0.705957
train 192: time=0:00:01.235352, step=14282, mse_loss=0.395761, l2_loss=0.595982
dev 192: time=0:00:00.041451, step=14282, mse_loss=0.673289, l2_loss=0.705675
train 193: time=0:00:01.234053, step=14356, mse_loss=0.395418, l2_loss=0.5957
dev 193: time=0:00:00.042857, step=14356, mse_loss=0.672405, l2_loss=0.705782
train 194: time=0:00:01.231873, step=14430, mse_loss=0.395072, l2_loss=0.595448
dev 194: time=0:00:00.045623, step=14430, mse_loss=0.671521, l2_loss=0.705391
train 195: time=0:00:01.229288, step=14504, mse_loss=0.394678, l2_loss=0.595104
dev 195: time=0:00:00.041127, step=14504, mse_loss=0.671094, l2_loss=0.705407
train 196: time=0:00:01.232396, step=14578, mse_loss=0.394518, l2_loss=0.594982
dev 196: time=0:00:00.041806, step=14578, mse_loss=0.670153, l2_loss=0.70503
train 197: time=0:00:01.231391, step=14652, mse_loss=0.394023, l2_loss=0.594642
dev 197: time=0:00:00.041178, step=14652, mse_loss=0.670294, l2_loss=0.70521
train 198: time=0:00:01.231110, step=14726, mse_loss=0.393696, l2_loss=0.594347
dev 198: time=0:00:00.046427, step=14726, mse_loss=0.66948, l2_loss=0.704804
train 199: time=0:00:01.229827, step=14800, mse_loss=0.393189, l2_loss=0.594
dev 199: time=0:00:00.042254, step=14800, mse_loss=0.669494, l2_loss=0.704972
train 200: time=0:00:01.235770, step=14874, mse_loss=0.392847, l2_loss=0.593681
dev 200: time=0:00:00.041302, step=14874, mse_loss=0.668413, l2_loss=0.704512
train 201: time=0:00:01.235661, step=14948, mse_loss=0.392573, l2_loss=0.593482
dev 201: time=0:00:00.041486, step=14948, mse_loss=0.669992, l2_loss=0.704877
train 202: time=0:00:01.231325, step=15022, mse_loss=0.392169, l2_loss=0.593139
dev 202: time=0:00:00.045975, step=15022, mse_loss=0.669028, l2_loss=0.704455
train 203: time=0:00:01.236097, step=15096, mse_loss=0.391886, l2_loss=0.592894
dev 203: time=0:00:00.047906, step=15096, mse_loss=0.668462, l2_loss=0.704502
train 204: time=0:00:01.226077, step=15170, mse_loss=0.391458, l2_loss=0.592617
dev 204: time=0:00:00.041103, step=15170, mse_loss=0.669196, l2_loss=0.70436
train 205: time=0:00:01.234849, step=15244, mse_loss=0.391222, l2_loss=0.592394
dev 205: time=0:00:00.041009, step=15244, mse_loss=0.666131, l2_loss=0.704015
train 206: time=0:00:01.233071, step=15318, mse_loss=0.390851, l2_loss=0.592199
dev 206: time=0:00:00.042369, step=15318, mse_loss=0.667403, l2_loss=0.704078
train 207: time=0:00:01.229988, step=15392, mse_loss=0.39058, l2_loss=0.591952
dev 207: time=0:00:00.041277, step=15392, mse_loss=0.664927, l2_loss=0.703818
train 208: time=0:00:01.228736, step=15466, mse_loss=0.390259, l2_loss=0.591816
dev 208: time=0:00:00.043237, step=15466, mse_loss=0.665916, l2_loss=0.703912
train 209: time=0:00:01.230267, step=15540, mse_loss=0.390009, l2_loss=0.591598
dev 209: time=0:00:00.042466, step=15540, mse_loss=0.663821, l2_loss=0.70347
train 210: time=0:00:01.233025, step=15614, mse_loss=0.389796, l2_loss=0.591494
dev 210: time=0:00:00.041220, step=15614, mse_loss=0.664453, l2_loss=0.703338
train 211: time=0:00:01.229864, step=15688, mse_loss=0.389495, l2_loss=0.591218
dev 211: time=0:00:00.040738, step=15688, mse_loss=0.662815, l2_loss=0.702952
train 212: time=0:00:01.236813, step=15762, mse_loss=0.389266, l2_loss=0.591061
dev 212: time=0:00:00.050974, step=15762, mse_loss=0.662875, l2_loss=0.703032
train 213: time=0:00:01.230898, step=15836, mse_loss=0.388814, l2_loss=0.590702
dev 213: time=0:00:00.041206, step=15836, mse_loss=0.662158, l2_loss=0.70243
train 214: time=0:00:01.226384, step=15910, mse_loss=0.388531, l2_loss=0.590463
dev 214: time=0:00:00.047537, step=15910, mse_loss=0.66163, l2_loss=0.702524
train 215: time=0:00:01.226650, step=15984, mse_loss=0.388118, l2_loss=0.59019
dev 215: time=0:00:00.040700, step=15984, mse_loss=0.66219, l2_loss=0.702318
train 216: time=0:00:01.231120, step=16058, mse_loss=0.387856, l2_loss=0.589944
dev 216: time=0:00:00.041273, step=16058, mse_loss=0.661772, l2_loss=0.702324
train 217: time=0:00:01.230369, step=16132, mse_loss=0.387647, l2_loss=0.589833
dev 217: time=0:00:00.041805, step=16132, mse_loss=0.660868, l2_loss=0.701968
train 218: time=0:00:01.231529, step=16206, mse_loss=0.38737, l2_loss=0.589565
dev 218: time=0:00:00.040818, step=16206, mse_loss=0.659813, l2_loss=0.701871
train 219: time=0:00:01.231633, step=16280, mse_loss=0.386995, l2_loss=0.589336
dev 219: time=0:00:00.048540, step=16280, mse_loss=0.65959, l2_loss=0.701642
train 220: time=0:00:01.232730, step=16354, mse_loss=0.386676, l2_loss=0.589038
dev 220: time=0:00:00.042377, step=16354, mse_loss=0.659766, l2_loss=0.701877
train 221: time=0:00:01.230330, step=16428, mse_loss=0.386266, l2_loss=0.588759
dev 221: time=0:00:00.040476, step=16428, mse_loss=0.659839, l2_loss=0.701809
train 222: time=0:00:01.226755, step=16502, mse_loss=0.385987, l2_loss=0.58847
dev 222: time=0:00:00.041529, step=16502, mse_loss=0.658446, l2_loss=0.70149
train 223: time=0:00:01.228121, step=16576, mse_loss=0.385647, l2_loss=0.588231
dev 223: time=0:00:00.042379, step=16576, mse_loss=0.659438, l2_loss=0.701579
train 224: time=0:00:01.229865, step=16650, mse_loss=0.385296, l2_loss=0.587917
dev 224: time=0:00:00.043724, step=16650, mse_loss=0.658268, l2_loss=0.701308
train 225: time=0:00:01.235916, step=16724, mse_loss=0.385135, l2_loss=0.587819
dev 225: time=0:00:00.041045, step=16724, mse_loss=0.657626, l2_loss=0.701307
train 226: time=0:00:01.237027, step=16798, mse_loss=0.384896, l2_loss=0.587663
dev 226: time=0:00:00.040618, step=16798, mse_loss=0.657756, l2_loss=0.701209
train 227: time=0:00:01.233583, step=16872, mse_loss=0.384741, l2_loss=0.58757
dev 227: time=0:00:00.040842, step=16872, mse_loss=0.656082, l2_loss=0.700842
train 228: time=0:00:01.232641, step=16946, mse_loss=0.384546, l2_loss=0.587444
dev 228: time=0:00:00.041230, step=16946, mse_loss=0.655226, l2_loss=0.700718
train 229: time=0:00:01.226466, step=17020, mse_loss=0.38421, l2_loss=0.587214
dev 229: time=0:00:00.041882, step=17020, mse_loss=0.656078, l2_loss=0.700752
train 230: time=0:00:01.231103, step=17094, mse_loss=0.383996, l2_loss=0.587006
dev 230: time=0:00:00.041373, step=17094, mse_loss=0.653531, l2_loss=0.700069
train 231: time=0:00:01.231977, step=17168, mse_loss=0.383743, l2_loss=0.586818
dev 231: time=0:00:00.041494, step=17168, mse_loss=0.653922, l2_loss=0.699939
train 232: time=0:00:01.238209, step=17242, mse_loss=0.383456, l2_loss=0.58657
dev 232: time=0:00:00.041614, step=17242, mse_loss=0.65288, l2_loss=0.699537
train 233: time=0:00:01.231743, step=17316, mse_loss=0.38314, l2_loss=0.586376
dev 233: time=0:00:00.041085, step=17316, mse_loss=0.653364, l2_loss=0.699564
train 234: time=0:00:01.233698, step=17390, mse_loss=0.382743, l2_loss=0.586049
dev 234: time=0:00:00.040999, step=17390, mse_loss=0.653143, l2_loss=0.69956
train 235: time=0:00:01.235712, step=17464, mse_loss=0.382359, l2_loss=0.585756
dev 235: time=0:00:00.040842, step=17464, mse_loss=0.652164, l2_loss=0.69951
train 236: time=0:00:01.246082, step=17538, mse_loss=0.382088, l2_loss=0.585521
dev 236: time=0:00:00.041164, step=17538, mse_loss=0.651772, l2_loss=0.699297
train 237: time=0:00:01.232541, step=17612, mse_loss=0.381764, l2_loss=0.585289
dev 237: time=0:00:00.041793, step=17612, mse_loss=0.652369, l2_loss=0.69936
train 238: time=0:00:01.230243, step=17686, mse_loss=0.381558, l2_loss=0.585131
dev 238: time=0:00:00.042333, step=17686, mse_loss=0.651324, l2_loss=0.69901
train 239: time=0:00:01.233055, step=17760, mse_loss=0.381435, l2_loss=0.58509
dev 239: time=0:00:00.040761, step=17760, mse_loss=0.651477, l2_loss=0.699102
train 240: time=0:00:01.223672, step=17834, mse_loss=0.381225, l2_loss=0.58497
dev 240: time=0:00:00.040437, step=17834, mse_loss=0.65111, l2_loss=0.699094
train 241: time=0:00:01.223659, step=17908, mse_loss=0.381066, l2_loss=0.584869
dev 241: time=0:00:00.040917, step=17908, mse_loss=0.649672, l2_loss=0.698872
train 242: time=0:00:01.225507, step=17982, mse_loss=0.380757, l2_loss=0.584652
dev 242: time=0:00:00.048303, step=17982, mse_loss=0.649421, l2_loss=0.698653
train 243: time=0:00:01.233211, step=18056, mse_loss=0.380519, l2_loss=0.584425
dev 243: time=0:00:00.041068, step=18056, mse_loss=0.648452, l2_loss=0.698472
train 244: time=0:00:01.231011, step=18130, mse_loss=0.380269, l2_loss=0.584274
dev 244: time=0:00:00.042553, step=18130, mse_loss=0.648157, l2_loss=0.698443
train 245: time=0:00:01.235796, step=18204, mse_loss=0.380047, l2_loss=0.584026
dev 245: time=0:00:00.041582, step=18204, mse_loss=0.648099, l2_loss=0.698645
train 246: time=0:00:01.236816, step=18278, mse_loss=0.379802, l2_loss=0.583874
dev 246: time=0:00:00.040853, step=18278, mse_loss=0.649363, l2_loss=0.69889
train 247: time=0:00:01.238888, step=18352, mse_loss=0.3796, l2_loss=0.583683
dev 247: time=0:00:00.040734, step=18352, mse_loss=0.647386, l2_loss=0.698294
train 248: time=0:00:01.232499, step=18426, mse_loss=0.379388, l2_loss=0.583576
dev 248: time=0:00:00.040603, step=18426, mse_loss=0.647241, l2_loss=0.698161
train 249: time=0:00:01.235121, step=18500, mse_loss=0.379153, l2_loss=0.583328
dev 249: time=0:00:00.040566, step=18500, mse_loss=0.646633, l2_loss=0.697721
train 250: time=0:00:01.230540, step=18574, mse_loss=0.378904, l2_loss=0.58318
dev 250: time=0:00:00.048610, step=18574, mse_loss=0.646571, l2_loss=0.697827
train 251: time=0:00:01.235176, step=18648, mse_loss=0.378682, l2_loss=0.582959
dev 251: time=0:00:00.041350, step=18648, mse_loss=0.646382, l2_loss=0.697594
train 252: time=0:00:01.231659, step=18722, mse_loss=0.378474, l2_loss=0.582809
dev 252: time=0:00:00.041457, step=18722, mse_loss=0.645834, l2_loss=0.697509
train 253: time=0:00:01.233859, step=18796, mse_loss=0.378211, l2_loss=0.58261
dev 253: time=0:00:00.041841, step=18796, mse_loss=0.646056, l2_loss=0.697326
train 254: time=0:00:01.230210, step=18870, mse_loss=0.377897, l2_loss=0.582338
dev 254: time=0:00:00.041552, step=18870, mse_loss=0.64514, l2_loss=0.697226
train 255: time=0:00:01.233041, step=18944, mse_loss=0.377651, l2_loss=0.582187
dev 255: time=0:00:00.040920, step=18944, mse_loss=0.645687, l2_loss=0.69714
train 256: time=0:00:01.229215, step=19018, mse_loss=0.37728, l2_loss=0.581812
dev 256: time=0:00:00.041002, step=19018, mse_loss=0.644015, l2_loss=0.696867
train 257: time=0:00:01.234600, step=19092, mse_loss=0.377072, l2_loss=0.581699
dev 257: time=0:00:00.041025, step=19092, mse_loss=0.643941, l2_loss=0.696539
train 258: time=0:00:01.226945, step=19166, mse_loss=0.376931, l2_loss=0.581524
dev 258: time=0:00:00.041494, step=19166, mse_loss=0.643113, l2_loss=0.696502
train 259: time=0:00:01.230404, step=19240, mse_loss=0.376733, l2_loss=0.581492
dev 259: time=0:00:00.043754, step=19240, mse_loss=0.64178, l2_loss=0.69618
train 260: time=0:00:01.234957, step=19314, mse_loss=0.376736, l2_loss=0.581446
dev 260: time=0:00:00.040216, step=19314, mse_loss=0.642095, l2_loss=0.696389
train 261: time=0:00:01.232629, step=19388, mse_loss=0.376415, l2_loss=0.581358
dev 261: time=0:00:00.040934, step=19388, mse_loss=0.642291, l2_loss=0.696404
train 262: time=0:00:01.239228, step=19462, mse_loss=0.376244, l2_loss=0.581154
dev 262: time=0:00:00.041209, step=19462, mse_loss=0.641798, l2_loss=0.696275
train 263: time=0:00:01.233464, step=19536, mse_loss=0.375962, l2_loss=0.581014
dev 263: time=0:00:00.042079, step=19536, mse_loss=0.641204, l2_loss=0.696179
train 264: time=0:00:01.231151, step=19610, mse_loss=0.375802, l2_loss=0.58083
dev 264: time=0:00:00.045732, step=19610, mse_loss=0.642094, l2_loss=0.696087
train 265: time=0:00:01.224248, step=19684, mse_loss=0.37566, l2_loss=0.580736
dev 265: time=0:00:00.042042, step=19684, mse_loss=0.640241, l2_loss=0.695781
train 266: time=0:00:01.238439, step=19758, mse_loss=0.375607, l2_loss=0.580692
dev 266: time=0:00:00.041883, step=19758, mse_loss=0.641709, l2_loss=0.69596
train 267: time=0:00:01.233559, step=19832, mse_loss=0.375359, l2_loss=0.580539
dev 267: time=0:00:00.042440, step=19832, mse_loss=0.639543, l2_loss=0.695671
train 268: time=0:00:01.232769, step=19906, mse_loss=0.375223, l2_loss=0.580434
dev 268: time=0:00:00.045536, step=19906, mse_loss=0.641562, l2_loss=0.695923
train 269: time=0:00:01.230789, step=19980, mse_loss=0.374878, l2_loss=0.580147
dev 269: time=0:00:00.055048, step=19980, mse_loss=0.640323, l2_loss=0.695665
train 270: time=0:00:01.235591, step=20054, mse_loss=0.374614, l2_loss=0.579889
dev 270: time=0:00:00.041017, step=20054, mse_loss=0.640207, l2_loss=0.695562
train 271: time=0:00:01.232202, step=20128, mse_loss=0.37428, l2_loss=0.579614
dev 271: time=0:00:00.041529, step=20128, mse_loss=0.638605, l2_loss=0.695235
train 272: time=0:00:01.236314, step=20202, mse_loss=0.374062, l2_loss=0.57938
dev 272: time=0:00:00.040971, step=20202, mse_loss=0.639469, l2_loss=0.695296
train 273: time=0:00:01.236370, step=20276, mse_loss=0.373764, l2_loss=0.579136
dev 273: time=0:00:00.040592, step=20276, mse_loss=0.636353, l2_loss=0.694505
train 274: time=0:00:01.232157, step=20350, mse_loss=0.373676, l2_loss=0.579093
dev 274: time=0:00:00.040230, step=20350, mse_loss=0.637738, l2_loss=0.694663
train 275: time=0:00:01.230486, step=20424, mse_loss=0.373408, l2_loss=0.578941
dev 275: time=0:00:00.049434, step=20424, mse_loss=0.63768, l2_loss=0.694565
train 276: time=0:00:01.231254, step=20498, mse_loss=0.373301, l2_loss=0.578856
dev 276: time=0:00:00.041052, step=20498, mse_loss=0.636213, l2_loss=0.694271
train 277: time=0:00:01.229373, step=20572, mse_loss=0.37317, l2_loss=0.57881
dev 277: time=0:00:00.041014, step=20572, mse_loss=0.636412, l2_loss=0.694333
train 278: time=0:00:01.227684, step=20646, mse_loss=0.372954, l2_loss=0.578658
dev 278: time=0:00:00.046532, step=20646, mse_loss=0.636653, l2_loss=0.694155
train 279: time=0:00:01.228837, step=20720, mse_loss=0.37281, l2_loss=0.578586
dev 279: time=0:00:00.041460, step=20720, mse_loss=0.634734, l2_loss=0.693841
train 280: time=0:00:01.236111, step=20794, mse_loss=0.372606, l2_loss=0.578404
dev 280: time=0:00:00.041654, step=20794, mse_loss=0.635916, l2_loss=0.693892
train 281: time=0:00:01.226328, step=20868, mse_loss=0.37248, l2_loss=0.578329
dev 281: time=0:00:00.040974, step=20868, mse_loss=0.635784, l2_loss=0.69393
train 282: time=0:00:01.235184, step=20942, mse_loss=0.372238, l2_loss=0.5781
dev 282: time=0:00:00.041009, step=20942, mse_loss=0.63588, l2_loss=0.693933
train 283: time=0:00:01.229410, step=21016, mse_loss=0.372216, l2_loss=0.578103
dev 283: time=0:00:00.043973, step=21016, mse_loss=0.635301, l2_loss=0.693931
train 284: time=0:00:01.231728, step=21090, mse_loss=0.371967, l2_loss=0.577902
dev 284: time=0:00:00.043542, step=21090, mse_loss=0.63492, l2_loss=0.693613
train 285: time=0:00:01.228560, step=21164, mse_loss=0.371914, l2_loss=0.577832
dev 285: time=0:00:00.040866, step=21164, mse_loss=0.635187, l2_loss=0.693644
train 286: time=0:00:01.229406, step=21238, mse_loss=0.371546, l2_loss=0.577573
dev 286: time=0:00:00.040904, step=21238, mse_loss=0.63527, l2_loss=0.693589
train 287: time=0:00:01.225178, step=21312, mse_loss=0.371466, l2_loss=0.577511
dev 287: time=0:00:00.042777, step=21312, mse_loss=0.633103, l2_loss=0.692913
train 288: time=0:00:01.236363, step=21386, mse_loss=0.371283, l2_loss=0.577373
dev 288: time=0:00:00.043562, step=21386, mse_loss=0.634361, l2_loss=0.693379
train 289: time=0:00:01.229474, step=21460, mse_loss=0.371111, l2_loss=0.577245
dev 289: time=0:00:00.040771, step=21460, mse_loss=0.633217, l2_loss=0.693029
train 290: time=0:00:01.227979, step=21534, mse_loss=0.370895, l2_loss=0.577057
dev 290: time=0:00:00.040703, step=21534, mse_loss=0.632256, l2_loss=0.692871
train 291: time=0:00:01.227913, step=21608, mse_loss=0.370661, l2_loss=0.576815
dev 291: time=0:00:00.041062, step=21608, mse_loss=0.634419, l2_loss=0.693223
train 292: time=0:00:01.226462, step=21682, mse_loss=0.370364, l2_loss=0.57662
dev 292: time=0:00:00.048698, step=21682, mse_loss=0.632363, l2_loss=0.692927
train 293: time=0:00:01.226952, step=21756, mse_loss=0.370295, l2_loss=0.57653
dev 293: time=0:00:00.040641, step=21756, mse_loss=0.632278, l2_loss=0.692622
train 294: time=0:00:01.231887, step=21830, mse_loss=0.370054, l2_loss=0.576406
dev 294: time=0:00:00.042093, step=21830, mse_loss=0.632703, l2_loss=0.692973
train 295: time=0:00:01.235285, step=21904, mse_loss=0.369964, l2_loss=0.576271
dev 295: time=0:00:00.042164, step=21904, mse_loss=0.63248, l2_loss=0.692669
train 296: time=0:00:01.233987, step=21978, mse_loss=0.369781, l2_loss=0.576208
dev 296: time=0:00:00.040863, step=21978, mse_loss=0.631546, l2_loss=0.692859
train 297: time=0:00:01.236710, step=22052, mse_loss=0.369623, l2_loss=0.576044
dev 297: time=0:00:00.041359, step=22052, mse_loss=0.6319, l2_loss=0.692645
train 298: time=0:00:01.235177, step=22126, mse_loss=0.369402, l2_loss=0.575904
dev 298: time=0:00:00.046331, step=22126, mse_loss=0.632361, l2_loss=0.692813
train 299: time=0:00:01.231971, step=22200, mse_loss=0.369303, l2_loss=0.575836
dev 299: time=0:00:00.040565, step=22200, mse_loss=0.630884, l2_loss=0.692035
train 300: time=0:00:01.228365, step=22274, mse_loss=0.369116, l2_loss=0.575677
dev 300: time=0:00:00.040990, step=22274, mse_loss=0.631325, l2_loss=0.692347
train 301: time=0:00:01.229679, step=22348, mse_loss=0.369028, l2_loss=0.575646
dev 301: time=0:00:00.041089, step=22348, mse_loss=0.629352, l2_loss=0.691571
train 302: time=0:00:01.234089, step=22422, mse_loss=0.368929, l2_loss=0.575481
dev 302: time=0:00:00.041109, step=22422, mse_loss=0.629775, l2_loss=0.691879
train 303: time=0:00:01.230207, step=22496, mse_loss=0.368715, l2_loss=0.575371
dev 303: time=0:00:00.045055, step=22496, mse_loss=0.63003, l2_loss=0.691834
train 304: time=0:00:01.233046, step=22570, mse_loss=0.36869, l2_loss=0.575265
dev 304: time=0:00:00.040685, step=22570, mse_loss=0.628852, l2_loss=0.691657
train 305: time=0:00:01.232591, step=22644, mse_loss=0.368307, l2_loss=0.575041
dev 305: time=0:00:00.040759, step=22644, mse_loss=0.628447, l2_loss=0.691551
train 306: time=0:00:01.225003, step=22718, mse_loss=0.368252, l2_loss=0.574906
dev 306: time=0:00:00.040745, step=22718, mse_loss=0.627905, l2_loss=0.691302
train 307: time=0:00:01.235564, step=22792, mse_loss=0.367975, l2_loss=0.574769
dev 307: time=0:00:00.041023, step=22792, mse_loss=0.627766, l2_loss=0.691246
train 308: time=0:00:01.228558, step=22866, mse_loss=0.367995, l2_loss=0.574755
dev 308: time=0:00:00.041182, step=22866, mse_loss=0.627484, l2_loss=0.691267
train 309: time=0:00:01.233658, step=22940, mse_loss=0.367643, l2_loss=0.574535
dev 309: time=0:00:00.045049, step=22940, mse_loss=0.62749, l2_loss=0.691028
train 310: time=0:00:01.240633, step=23014, mse_loss=0.367663, l2_loss=0.574555
dev 310: time=0:00:00.040547, step=23014, mse_loss=0.625865, l2_loss=0.690571
train 311: time=0:00:01.234601, step=23088, mse_loss=0.367266, l2_loss=0.574207
dev 311: time=0:00:00.046174, step=23088, mse_loss=0.627349, l2_loss=0.690639
train 312: time=0:00:01.231506, step=23162, mse_loss=0.367314, l2_loss=0.574258
dev 312: time=0:00:00.042002, step=23162, mse_loss=0.626798, l2_loss=0.690685
train 313: time=0:00:01.228581, step=23236, mse_loss=0.366922, l2_loss=0.573858
dev 313: time=0:00:00.041776, step=23236, mse_loss=0.628407, l2_loss=0.691132
train 314: time=0:00:01.234901, step=23310, mse_loss=0.366839, l2_loss=0.573797
dev 314: time=0:00:00.043695, step=23310, mse_loss=0.628211, l2_loss=0.691214
train 315: time=0:00:01.235537, step=23384, mse_loss=0.366536, l2_loss=0.573473
dev 315: time=0:00:00.041874, step=23384, mse_loss=0.62758, l2_loss=0.690905
train 316: time=0:00:01.235076, step=23458, mse_loss=0.366376, l2_loss=0.573369
dev 316: time=0:00:00.040808, step=23458, mse_loss=0.626654, l2_loss=0.690685
train 317: time=0:00:01.227825, step=23532, mse_loss=0.366069, l2_loss=0.573078
dev 317: time=0:00:00.048851, step=23532, mse_loss=0.62665, l2_loss=0.690586
train 318: time=0:00:01.227137, step=23606, mse_loss=0.365804, l2_loss=0.572808
dev 318: time=0:00:00.040549, step=23606, mse_loss=0.625878, l2_loss=0.690571
train 319: time=0:00:01.229141, step=23680, mse_loss=0.365596, l2_loss=0.572644
dev 319: time=0:00:00.040574, step=23680, mse_loss=0.625188, l2_loss=0.690527
train 320: time=0:00:01.238863, step=23754, mse_loss=0.365442, l2_loss=0.572493
dev 320: time=0:00:00.041437, step=23754, mse_loss=0.625444, l2_loss=0.690667
train 321: time=0:00:01.238081, step=23828, mse_loss=0.365294, l2_loss=0.5724
dev 321: time=0:00:00.042745, step=23828, mse_loss=0.624845, l2_loss=0.690299
train 322: time=0:00:01.233246, step=23902, mse_loss=0.365135, l2_loss=0.572276
dev 322: time=0:00:00.040854, step=23902, mse_loss=0.624443, l2_loss=0.690031
train 323: time=0:00:01.233136, step=23976, mse_loss=0.365046, l2_loss=0.57224
dev 323: time=0:00:00.041425, step=23976, mse_loss=0.626068, l2_loss=0.690206
train 324: time=0:00:01.229025, step=24050, mse_loss=0.364881, l2_loss=0.572157
dev 324: time=0:00:00.040306, step=24050, mse_loss=0.623869, l2_loss=0.68963
train 325: time=0:00:01.230457, step=24124, mse_loss=0.364892, l2_loss=0.572213
dev 325: time=0:00:00.046338, step=24124, mse_loss=0.625238, l2_loss=0.689881
train 326: time=0:00:01.234602, step=24198, mse_loss=0.364656, l2_loss=0.572053
dev 326: time=0:00:00.040398, step=24198, mse_loss=0.625533, l2_loss=0.689794
train 327: time=0:00:01.224997, step=24272, mse_loss=0.364644, l2_loss=0.572084
dev 327: time=0:00:00.041118, step=24272, mse_loss=0.624214, l2_loss=0.689596
train 328: time=0:00:01.231512, step=24346, mse_loss=0.364542, l2_loss=0.572054
